name,platform,genre,year_of_release,critic_score,user_score,rating,global_sales
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Strategy,2015,80.0,7.1,Unknown,0.02
Resident Evil 4 HD,XOne,Shooter,2016,76.0,6.7,Unknown,0.02
Fast & Furious: Showdown,PS3,Action,2013,73.0,7.1,Unknown,0.02
Samurai & Dragons,PSV,Action,2012,73.0,7.1,Unknown,0.02
RollerCoaster Tycoon World,PC,Simulation,2016,43.0,2.4,E,0.02
Oil Rush,PC,Strategy,2012,67.0,6.5,Unknown,0.02
Arslan: The Warriors of Legend,XOne,Action,2016,73.0,5.8,T,0.01
Darksiders: Warmastered Edition,PS4,Action,2016,79.0,8.5,M,0.02
Agatha Christie: The ABC Murders,PC,Adventure,2016,66.0,8.5,Unknown,0.02
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.02
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Action,2012,73.0,7.1,Unknown,0.02
Lara Croft and the Temple of Osiris,PC,Action,2014,73.0,5.4,T,0.02
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,Role-Playing,2013,74.0,7.5,Unknown,0.02
Vitamin R,PSP,Adventure,2013,72.0,7.55,Unknown,0.02
Angelique Retour,PSV,Action,2015,73.0,7.1,Unknown,0.02
Fist of the North Star: Ken's Rage 2,WiiU,Fighting,2013,40.0,5.8,M,0.02
Gakuen K: Wonderful School Days,PSP,Adventure,2014,72.0,7.55,Unknown,0.02
Dynasty Warriors 8: Empires,PSV,Action,2015,70.0,7.4,T,0.02
CV Casting Voice,PS3,Adventure,2014,72.0,7.55,Unknown,0.02
Ro-Kyu-Bu! Lost Secret,PSP,Adventure,2013,72.0,7.55,Unknown,0.02
Tenkai Knights: Brave Battle,3DS,Action,2014,26.0,2.4,E10+,0.02
Devil Survivor: Over Clock,3DS,Strategy,2015,80.0,7.1,Unknown,0.02
Kokoro Connect: Yochi Random,PSP,Action,2012,73.0,7.1,Unknown,0.02
Downtown Nekketsu Jidaigek,3DS,Action,2015,73.0,7.1,Unknown,0.02
Battle Princess of Arcadias,PS3,Role-Playing,2013,69.0,7.9,T,0.02
X-Plane 10 Global,PC,Simulation,2013,70.0,7.05,Unknown,0.02
Steins;Gate: Hiyoku Renri no Darling,PS3,Adventure,2012,72.0,7.55,Unknown,0.02
Otoko Yukaku,PSV,Action,2015,73.0,7.1,Unknown,0.02
Mount & Blade Collection,PC,Role-Playing,2012,74.0,7.5,Unknown,0.02
Ridge Racer Unbounded,PC,Racing,2012,72.0,6.0,T,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Action,2015,73.0,7.1,Unknown,0.02
Date-A-Live Twin Edition: Rio Reincarnation,PSV,Action,2015,73.0,7.1,Unknown,0.02
Natsuiro High School: Seishun Hakusho,PS4,Action,2015,73.0,7.1,Unknown,0.02
Heroes VS,PSP,Fighting,2013,74.0,7.4,Unknown,0.02
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,Adventure,2015,72.0,7.55,Unknown,0.02
Resident Evil 5 HD,XOne,Action,2016,73.0,7.1,Unknown,0.02
Amatsumi Sora ni! Kumo no Hatate ni,PSV,Adventure,2015,72.0,7.55,Unknown,0.02
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,Puzzle,2012,71.0,7.9,Unknown,0.02
Kung Fu Panda: Showdown of Legendary Legends,PS3,Action,2015,73.0,7.1,E10+,0.02
Kung Fu Panda: Showdown of Legendary Legends,X360,Action,2015,73.0,6.8,E10+,0.02
Mighty No. 9,XOne,Platform,2016,55.0,4.2,E10+,0.02
Meiji Toukyou Renka,PSP,Adventure,2013,72.0,7.55,Unknown,0.02
Mushihimesama,X360,Action,2012,73.0,7.1,Unknown,0.02
Ratchet & Clank Collection,PSV,Action,2014,73.0,7.1,Unknown,0.01
Winning Post 8 2016,PS4,Simulation,2016,70.0,7.05,Unknown,0.02
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,Action,2012,73.0,7.1,Unknown,0.02
Kamen Rider: Battride War II,WiiU,Action,2014,73.0,7.1,Unknown,0.02
Niko Puchi Girls Runway,3DS,Misc,2015,75.0,7.0,Unknown,0.02
The Testament of Sherlock Holmes,X360,Adventure,2012,64.0,7.6,M,0.02
Disney Infinity,PSV,Action,2013,73.0,7.1,Unknown,0.01
The Crew: Wild Run,XOne,Action,2015,65.0,6.6,T,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Misc,2016,75.0,7.0,Unknown,0.02
Coven and Labyrinth of Refrain,PSV,Action,2016,73.0,7.1,Unknown,0.02
Marvel Avengers: Battle for Earth,X360,Action,2012,62.0,7.3,T,0.02
Natsuiro High School: Seishun Hakusho,PS3,Action,2015,73.0,7.1,Unknown,0.02
Uppers,PSV,Action,2016,73.0,7.1,Unknown,0.02
Lovely x Cation 1 & 2,PSV,Action,2015,73.0,7.1,Unknown,0.02
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Action,2015,73.0,7.1,Unknown,0.02
Poyo Poyo Kansatsu Nikki,3DS,Action,2012,73.0,7.1,Unknown,0.02
7 Roses: A Darkness Rises,PC,Misc,2015,75.0,7.0,Unknown,0.02
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Gon: BakuBakuBakuBaku Adventure,3DS,Action,2012,73.0,7.1,Unknown,0.02
The Crew: Wild Run,PC,Action,2015,74.0,7.4,T,0.02
Bakumatsu Rock: Ultra Soul,PSV,Misc,2014,75.0,7.0,Unknown,0.02
Entaku no Seito: The Eternal Legend,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.02
New Atelier Rorona: Hajimari no Monogatari,3DS,Action,2015,73.0,7.1,Unknown,0.02
Pillars of Eternity,PC,Role-Playing,2014,89.0,8.3,M,0.02
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Starry ? Sky: After Summer,PSP,Misc,2013,75.0,7.0,Unknown,0.02
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Action,2012,73.0,7.1,Unknown,0.02
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,Adventure,2014,72.0,7.55,Unknown,0.02
Prince of Stride,PSV,Adventure,2015,72.0,7.55,Unknown,0.02
Ben 10 Omniverse 2,3DS,Action,2013,73.0,7.6,E10+,0.02
Kimikare: New Semester,PSP,Action,2012,73.0,7.1,Unknown,0.02
Prototype: Biohazard Bundle,PS4,Action,2016,48.0,2.0,M,0.01
Invizimals: The Lost Kingdom,PS3,Action,2013,50.0,5.0,E10+,0.02
Seinaru Kana: Orichalcum no Na no Motoni,PSP,Action,2012,73.0,7.1,Unknown,0.02
Revolution: 25th Anniversary Collection,PC,Adventure,2016,72.0,7.55,Unknown,0.02
Back to the Future: The Game,XOne,Adventure,2015,72.0,7.3,T,0.02
Rabbids Invasion: The Interactive TV Show,PS4,Misc,2014,75.0,7.0,Unknown,0.01
The Cube,Wii,Action,2012,73.0,7.1,Unknown,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,Action,2015,73.0,7.1,Unknown,0.02
Taishou Moebius Line Vitable,PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Robotics;Notes,PSV,Adventure,2014,72.0,7.55,Unknown,0.02
This War of Mine,PS4,Action,2016,73.0,7.1,Unknown,0.01
Abunai: Koi no Sousa Shitsu,PSV,Action,2015,73.0,7.1,Unknown,0.02
Monster High 13 Wishes,3DS,Action,2013,73.0,7.1,E,0.02
Ultraman Star Chronicles,PSP,Strategy,2013,80.0,7.1,Unknown,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,Action,2015,73.0,7.1,Unknown,0.02
Koihime Enbu,PS4,Fighting,2016,74.0,7.4,Unknown,0.02
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,Adventure,2013,72.0,7.55,Unknown,0.02
Dynasty Warriors: Eiketsuden,PS4,Action,2016,73.0,7.1,Unknown,0.02
MuvLuv Double Pack,PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Elkrone no Atelier: Dear for Otomate,PSP,Action,2012,73.0,7.1,Unknown,0.02
Painkiller: Hell & Damnation,X360,Shooter,2013,76.0,6.7,Unknown,0.01
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,Action,2015,73.0,7.1,Unknown,0.02
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Action,2015,73.0,7.1,Unknown,0.02
Mark McMorris Infinite Air,PS4,Sports,2016,49.0,6.0,T,0.01
Shin Hayarigami 2,PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Cabela's Big Game Hunter: Pro Hunts,WiiU,Shooter,2014,76.0,6.7,T,0.02
Root Infinity Rexx,PSV,Adventure,2015,72.0,7.55,Unknown,0.02
L.G.S: Shinsetsu Houshinengi,PSP,Action,2012,73.0,7.1,Unknown,0.02
Divinity: Original Sin,PC,Role-Playing,2014,87.0,8.7,M,0.02
Kaleidoeve,PSV,Adventure,2015,72.0,7.55,Unknown,0.02
Broken Sword 5: The Serpent's Curse,XOne,Adventure,2015,77.0,7.2,T,0.02
Rocksmith 2014 Edition Remastered,PS4,Misc,2016,75.0,7.8,T,0.01
Storm Lover 2nd V,PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Reine des Fleurs,PSV,Action,2015,73.0,7.1,Unknown,0.02
Turbo: Super Stunt Squad,PS3,Sports,2013,38.0,5.7,E,0.01
Rugby League Live 3,PS3,Action,2015,73.0,7.1,Unknown,0.01
Custom Drive,PSP,Action,2012,73.0,7.1,Unknown,0.02
Winning Post 7 2013,PSV,Sports,2013,77.0,5.7,Unknown,0.02
Psychedelica of the Black Butterfly,PSV,Action,2015,73.0,7.1,Unknown,0.02
Ore wa Shoujo Mangaka,PSP,Action,2012,73.0,7.1,Unknown,0.02
Puyo Puyo Tetris,WiiU,Puzzle,2014,71.0,7.9,Unknown,0.02
Collar x Malice,PSV,Action,2016,73.0,7.1,Unknown,0.02
Dream C Club: GoGo ,PS3,Adventure,2014,72.0,7.55,Unknown,0.02
White Album 2: Shiawase no Mukougawa,PSV,Adventure,2013,72.0,7.55,Unknown,0.02
New Interpretation Stranger of Sword City,PSV,Role-Playing,2016,74.0,7.5,Unknown,0.02
Kadenz fermata//Akkord:fortissimo,PSV,Adventure,2014,72.0,7.55,Unknown,0.02
Professional Farmer 2016,PS4,Action,2015,73.0,7.1,Unknown,0.01
Storm Lover 2nd,PSP,Misc,2013,75.0,7.0,Unknown,0.02
Dragon's Dogma Online: Season 2,PS4,Action,2016,73.0,7.1,Unknown,0.02
Gaist Crusher God,3DS,Action,2014,73.0,7.1,Unknown,0.02
Arcana Famiglia 2,PSP,Adventure,2013,72.0,7.55,Unknown,0.02
Kiss Bell,PSV,Adventure,2014,72.0,7.55,Unknown,0.02
I Doll U,PSV,Adventure,2015,72.0,7.55,Unknown,0.02
Paranormal Pursuit: The Gifted One,PC,Action,2015,73.0,7.1,Unknown,0.01
The Sims 4: Luxury Party Stuff,PC,Simulation,2015,70.0,5.3,T,0.01
Romance of the Three Kingdoms XII,WiiU,Strategy,2012,80.0,7.1,Unknown,0.02
Wand of Fortune R,PSV,Adventure,2016,72.0,7.55,Unknown,0.02
Rugby World Cup 2015,PSV,Sports,2015,77.0,5.7,E,0.01
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,Action,2016,73.0,7.1,Unknown,0.02
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,Misc,2016,75.0,7.0,Unknown,0.02
Harukanaru Toki no Naka de 6,PSP,Action,2015,73.0,7.1,Unknown,0.02
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,Action,2015,73.0,7.1,Unknown,0.02
Berserk and the Band of the Hawk,PSV,Action,2016,73.0,7.1,Unknown,0.02
Brave: The Video Game,DS,Action,2012,73.0,7.1,E10+,0.01
Adventure Time: The Secret of the Nameless ,3DS,Adventure,2014,72.0,7.55,Unknown,0.01
Dead Rising 2,XOne,Action,2016,73.0,7.1,M,0.01
Mark McMorris Infinite Air,XOne,Sports,2016,77.0,7.1,T,0.01
Sid Meier's Civilization Revolution 2+,PSV,Strategy,2015,80.0,7.1,Unknown,0.02
Gaku ? Ou: The Royal Seven Stars,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.02
Quantum Break,PC,Action,2016,66.0,4.3,M,0.01
Storm Lover Kai!!,PSP,Action,2012,73.0,7.1,Unknown,0.02
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,Action,2016,73.0,7.1,Unknown,0.01
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,Adventure,2014,72.0,7.55,Unknown,0.02
Tiger & Bunny: Hero's Day,PSP,Action,2013,73.0,7.1,Unknown,0.02
Turbo: Super Stunt Squad,Wii,Sports,2013,77.0,5.7,E,0.01
Turbo: Super Stunt Squad,3DS,Sports,2013,77.0,5.2,E,0.01
Accel World: Kasoku no Chouten,PS3,Adventure,2013,72.0,7.55,Unknown,0.02
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,Action,2015,73.0,7.1,Unknown,0.02
DuckTales: Remastered,PC,Action,2013,66.0,7.6,E,0.01
Dream C Club,PS3,Simulation,2012,70.0,7.05,Unknown,0.02
Assetto Corsa,XOne,Racing,2016,63.0,6.7,E,0.01
Meiji Toukyou Renka: Twilight Kiss,PSP,Action,2015,73.0,7.1,Unknown,0.02
4 Play Collection - Dark Mysteries,PC,Misc,2014,75.0,7.0,Unknown,0.01
Vitamin X: Detective B6,PSP,Adventure,2012,72.0,7.55,Unknown,0.02
King's Quest: The Complete Collection,PS4,Adventure,2016,72.0,7.55,E10+,0.01
Contrast,PC,Platform,2013,62.0,7.7,T,0.01
Blazblue: Continuum Shift Extend,PSP,Fighting,2012,74.0,7.4,Unknown,0.01
SpongeBob: HeroPants,PSV,Platform,2015,78.0,5.1,E,0.01
Period Cube: Torikago no Amadeus,PSV,Action,2016,73.0,7.1,Unknown,0.01
Nobunaga no Yabou Online: Houou no Shou,PS3,Strategy,2012,80.0,7.1,Unknown,0.01
Valentino Rossi: The Game,PC,Racing,2016,72.0,6.2,E,0.01
Republique,PS4,Action,2016,72.0,5.8,M,0.02
Sousaku Alice to Oujisama!,3DS,Simulation,2015,70.0,7.05,Unknown,0.01
Brave: The Video Game,Wii,Action,2012,73.0,7.1,Unknown,0.01
NBA 2K17,PC,Sports,2016,90.0,6.3,E,0.01
WRC 5: FIA World Rally Championship,XOne,Sports,2015,77.0,5.7,Unknown,0.01
Shinobi Koutsutsu,PSP,Adventure,2014,72.0,7.55,Unknown,0.01
Super Stardust Ultra VR,PS4,Shooter,2016,66.0,6.2,E10+,0.01
Total War Attila: Tyrants & Kings,PC,Strategy,2016,80.0,7.1,Unknown,0.01
Dead Rising,XOne,Action,2016,73.0,8.8,M,0.01
Abunai: Koi no Sousa Shitsu,PSP,Action,2012,73.0,7.1,Unknown,0.01
MLB 15: The Show,PSV,Sports,2015,77.0,8.8,E,0.01
Azure Striker Gunvolt,3DS,Action,2016,77.0,8.4,E10+,0.01
Penguins of Madagascar,Wii,Action,2014,73.0,7.1,E,0.01
Don Bradman Cricket 14,PS3,Sports,2014,73.0,6.9,E,0.01
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,Action,2015,73.0,7.1,Unknown,0.01
Raven's Cry,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.01
Shitsuji ga Aruji o Erabu Toki,PSV,Adventure,2016,72.0,7.55,Unknown,0.01
War for the Overworld,PC,Strategy,2015,65.0,7.7,Unknown,0.01
Infinite Stratos 2: Love and Purge,PSV,Action,2015,73.0,7.1,Unknown,0.01
50 Classic Games,3DS,Misc,2012,75.0,7.0,Unknown,0.01
Psycho-Pass,XOne,Adventure,2014,72.0,7.55,Unknown,0.01
Pro Angler Moves,PS3,Sports,2012,77.0,5.7,E,0.01
Rocksmith 2014 Edition Remastered,XOne,Misc,2016,75.0,7.0,T,0.01
Higurashi no Naku Koro ni Iki,PS3,Action,2015,73.0,7.1,Unknown,0.01
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,Role-Playing,2013,74.0,7.5,Unknown,0.01
Rewrite,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
Darksiders: Warmastered Edition,XOne,Action,2016,80.0,7.9,M,0.01
Miyako: Awayuki no Utage,PSP,Action,2012,73.0,7.1,Unknown,0.01
The Technomancer,PC,Role-Playing,2016,56.0,6.8,M,0.01
Marginal #4: Idol of Supernova,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
GoGo's Crazy Bones,DS,Action,2012,73.0,7.1,E,0.01
Norn + Nonette: Last Era,PSV,Action,2015,73.0,7.1,Unknown,0.01
Hitotsu Tobashi Renai V,PSV,Adventure,2015,72.0,7.55,Unknown,0.01
DoDonPachi Saidaioujou,X360,Shooter,2013,76.0,6.7,Unknown,0.01
Fuuraiki 3,PSV,Action,2015,73.0,7.1,Unknown,0.01
1/2 Summer +,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
Ninja Gaiden Sigma 2,PSV,Action,2013,73.0,7.1,Unknown,0.01
Big Hero 6: Battle in the Bay,3DS,Action,2014,73.0,7.1,Unknown,0.01
Madden NFL 13,PS3,Sports,2012,83.0,5.5,E,0.01
Geten no Hana: Yume Akari,PSP,Misc,2014,75.0,7.0,Unknown,0.01
Fernbus Simulator,PC,Simulation,2016,70.0,7.05,Unknown,0.01
NHL 16,PS3,Sports,2015,77.0,5.7,Unknown,0.01
Accel World: Kasoku no Chouten,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
Azure Striker Gunvolt: Striker Pack,3DS,Action,2016,73.0,7.1,T,0.01
Isshoni Gohan. Portable,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
Hanayamata: Yosakoi Live,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
htoL#NiQ: The Firefly Diary,PSV,Platform,2014,58.0,7.7,T,0.01
Worms: WMD,XOne,Action,2016,75.0,8.1,E10+,0.01
Ouka Sengoku Portable,PSP,Adventure,2012,72.0,7.55,Unknown,0.01
The Book of Unwritten Tales 2,WiiU,Adventure,2016,72.0,7.55,T,0.01
Hyakka Yakou,PSV,Action,2015,73.0,7.1,Unknown,0.01
Doki-Doki Universe,PSV,Adventure,2013,66.0,5.7,E10+,0.01
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,Adventure,2016,72.0,7.55,Unknown,0.01
Princess Arthur,PSP,Misc,2013,75.0,7.0,Unknown,0.01
Sherlock Holmes: The Devil's Daughter,PC,Adventure,2016,65.0,7.3,T,0.01
Sakura-Sou no Pet na Kanojo,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
Adventure Time: The Secret of the Nameless ,X360,Adventure,2014,72.0,7.55,Unknown,0.01
Hakuoki: Reimeiroku DS,DS,Action,2012,73.0,7.1,Unknown,0.01
Turbo Trainz,Wii,Racing,2012,75.0,6.3,Unknown,0.01
Ro-Kyu-Bu! Secret Photo Op,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
Barbie and Her Sisters Puppy Rescue,WiiU,Action,2015,73.0,2.8,E,0.01
Caladrius,X360,Shooter,2013,76.0,6.7,T,0.01
Mystery Legends: Beauty and the Beast,PC,Puzzle,2012,71.0,7.9,E10+,0.01
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,Action,2012,73.0,7.1,Unknown,0.01
Monster High: New Ghoul in School,Wii,Action,2015,73.0,7.1,E,0.01
Bakumatsu Rock,PSP,Action,2014,73.0,7.1,Unknown,0.01
Prototype: Biohazard Bundle,XOne,Action,2016,56.0,3.1,M,0.01
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,Adventure,2013,72.0,7.55,Unknown,0.01
Agatha Christie's The ABC Murders,XOne,Adventure,2016,66.0,7.5,Unknown,0.01
Samurai Warriors: Sanada Maru,PSV,Action,2016,73.0,7.1,Unknown,0.01
MXGP 2,PC,Racing,2016,75.0,6.3,Unknown,0.01
Dance with Devils,PSV,Action,2016,73.0,7.1,Unknown,0.01
Battle Worlds: Kronos,PC,Strategy,2016,71.0,7.1,Unknown,0.01
Seisou no Amazones,3DS,Role-Playing,2013,74.0,7.5,Unknown,0.01
Farming Simulator 15 Expansion Pack,PC,Action,2015,73.0,7.1,Unknown,0.01
Lumo,PSV,Puzzle,2016,71.0,7.9,E10+,0.01
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,Action,2016,73.0,7.1,Unknown,0.01
Strider (2014),PS3,Platform,2014,78.0,7.2,Unknown,0.01
Captain Morgane and the Golden Turtle,Wii,Adventure,2012,72.0,7.55,Unknown,0.01
Crows: Burning Edge,PS4,Action,2016,73.0,7.1,Unknown,0.01
Nitroplus Blasterz: Heroines Infinite Duel,PS3,Fighting,2015,74.0,7.4,T,0.01
Kurogane Kaikitan,PSV,Adventure,2015,72.0,7.55,Unknown,0.01
Chaos;Head Noah,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
Curse of the Amsterdam Diamond,DS,Puzzle,2012,71.0,7.9,Unknown,0.01
Dokuro,PSV,Action,2012,76.0,8.0,E10+,0.01
Dragon Quest X: All in One Package,WiiU,Role-Playing,2015,74.0,7.5,Unknown,0.01
Durarara!! Relay,PSV,Action,2015,73.0,7.1,Unknown,0.01
Root Double: Before Crime After Days,X360,Action,2012,73.0,7.1,Unknown,0.01
Sonic & All-Stars Racing Transformed,PC,Racing,2013,75.0,6.3,Unknown,0.01
Goat Simulator,XOne,Simulation,2016,53.0,6.3,T,0.01
Chaos;Child,PS4,Adventure,2015,72.0,7.55,Unknown,0.01
Tsuyo Kiss 3 Portable,PSP,Action,2012,73.0,7.1,Unknown,0.01
Dynasty Warriors: Eiketsuden,PSV,Action,2016,73.0,7.1,Unknown,0.01
Binary Star,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
Legend of Kay Anniversary,WiiU,Action,2015,67.0,7.1,E10+,0.01
Gakuen Hetalia,DS,Adventure,2012,72.0,7.55,Unknown,0.01
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,Adventure,2014,72.0,7.55,Unknown,0.01
Mario vs. Donkey Kong: Tipping Stars,WiiU,Puzzle,2015,70.0,7.4,E,0.01
Cities: Skylines Snowfall,PC,Simulation,2016,72.0,7.1,Unknown,0.01
R.B.I. Baseball 2016,PS4,Sports,2016,77.0,5.7,Unknown,0.01
Kamigami no Asobi InFinite,PSV,Adventure,2016,72.0,7.55,Unknown,0.01
Natsuzora no Monologue,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
The Train Giant,PC,Strategy,2012,80.0,7.1,Unknown,0.01
Turbo: Super Stunt Squad,X360,Sports,2013,77.0,4.5,E,0.01
Act of Aggression,PC,Strategy,2015,71.0,7.1,Unknown,0.01
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,Adventure,2013,72.0,7.55,Unknown,0.01
Fallout Anthology,PC,Action,2015,73.0,8.3,Unknown,0.01
Fate/kaleid liner Prisma Illya,3DS,Action,2014,73.0,7.1,Unknown,0.01
Young Justice: Legacy,X360,Action,2013,73.0,6.2,T,0.01
Arabians Lost: The Engagement on Desert,PSP,Adventure,2012,72.0,7.55,Unknown,0.01
TrackMania Turbo,PC,Action,2016,79.0,6.8,E,0.01
Minds and Mystery: 5 Game Pack,PC,Action,2014,73.0,7.1,Unknown,0.01
Chaos;Child,PS3,Adventure,2015,72.0,7.55,Unknown,0.01
Sakura-Sou no Pet na Kanojo,PSV,Adventure,2013,72.0,7.55,Unknown,0.01
Cartoon Network Battle Crashers,3DS,Action,2016,73.0,7.1,E10+,0.01
Super Dungeon Bros,PS4,Action,2016,42.0,2.3,E10+,0.01
Ride,X360,Racing,2015,75.0,6.3,Unknown,0.01
Saint Seiya Omega: Ultimate Cosmo,PSP,Fighting,2012,74.0,7.4,Unknown,0.01
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,Action,2016,73.0,7.1,Unknown,0.01
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,Fighting,2014,74.0,7.4,Unknown,0.01
Sherlock Holmes: The Devil's Daughter,PS4,Adventure,2016,70.0,6.8,T,0.01
Root Letter,PS4,Adventure,2016,69.0,7.5,Unknown,0.01
River City Ransom SP,3DS,Action,2016,73.0,7.1,Unknown,0.01
Shin Hayarigami 2,PS4,Adventure,2016,72.0,7.55,Unknown,0.01
Teenage Mutant Ninja Turtles (3DS),3DS,Action,2013,73.0,7.1,Unknown,0.01
Ride 2,XOne,Racing,2016,75.0,8.2,E,0.01
Ride 2,PC,Racing,2016,78.0,7.9,E,0.01
Art Academy: Home Studio,WiiU,Misc,2015,82.0,8.3,E,0.01
SoniPro,3DS,Adventure,2014,72.0,7.55,Unknown,0.01
Rugby World Cup 2015,PC,Sports,2015,77.0,1.4,E,0.01
Akatsuki no Goei Trinity,PSP,Adventure,2012,72.0,7.55,Unknown,0.01
Golden Time: Vivid Memories,PSV,Adventure,2014,72.0,7.55,Unknown,0.01
Dungeons 2,PS4,Role-Playing,2016,61.0,7.9,T,0.01
Carmageddon: Max Damage,PS4,Action,2016,51.0,5.5,M,0.01
Getsuei Gakuen: kou,PSV,Adventure,2013,72.0,7.55,Unknown,0.01
Rugby League Live 3,XOne,Action,2015,73.0,7.1,E,0.01
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,Adventure,2016,72.0,7.55,Unknown,0.01
Heart no Kuni no Alice: Wonderful Twin World,PSP,Adventure,2014,72.0,7.55,Unknown,0.01
Assassin's Creed Chronicles,XOne,Action,2016,73.0,6.8,T,0.01
MotoGP 14 ,PSV,Racing,2014,75.0,7.5,E,0.01
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,Adventure,2014,72.0,7.55,Unknown,0.01
Farming Simulator 2014,PSV,Simulation,2014,70.0,7.05,Unknown,0.01
"Horse Life 4: My Horse, My Friend, My Champion",3DS,Action,2015,73.0,7.1,Unknown,0.01
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Action,2016,73.0,7.1,Unknown,0.01
Transformers: Prime,Wii,Action,2012,73.0,7.1,Unknown,0.01
Amnesia Later,PSV,Misc,2014,75.0,7.0,Unknown,0.01
Exstetra,3DS,Role-Playing,2013,74.0,7.5,Unknown,0.01
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,Action,2015,73.0,7.1,Unknown,0.01
Muv-Luv Alternative,PS3,Simulation,2012,70.0,7.05,Unknown,0.01
Irotoridori no Sekai: World's End Re-Birth,PSV,Action,2015,73.0,7.1,Unknown,0.01
Taishou x Alice: All in One,PSV,Adventure,2016,72.0,7.55,Unknown,0.01
Transformers: Fall of Cybertron,PC,Action,2012,78.0,7.9,T,0.01
Farming 2017 - The Simulation,PS4,Simulation,2016,70.0,7.05,Unknown,0.01
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,Action,2012,73.0,7.1,Unknown,0.01
Hitman (2016),XOne,Action,2016,73.0,7.1,Unknown,0.01
Winx Club: Saving Alfea ,3DS,Action,2014,73.0,7.1,E,0.01
Rabbids Invasion: The Interactive TV Show,XOne,Misc,2014,75.0,7.0,Unknown,0.01
